CustomerID,Age,Gender,MaritalStatus,IncomeLevel,AmountSpent,TransactionDate,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,InteractionCount,LastInteraction,ComplaintCount,FeedbackCount,InquiryCount,ResolvedCount,UnresolvedCount
806,59,M,Single,High,421.3,3,20/08/2023,42,Online Banking,1,1,28/06/2022,1,0,0,1,0
807,28,F,Married,Medium,1217.41,4,28/02/2023,13,Mobile App,1,,,,,,,
808,30,M,Divorced,High,1759.63,6,18/08/2023,20,Online Banking,0,2,22/10/2022,0,2,0,1,1
809,58,F,Widowed,Medium,1482.3600000000001,9,10/02/2023,5,Mobile App,0,,,,,,,
810,51,F,Widowed,Medium,1290.08,4,17/02/2023,20,Online Banking,0,1,05/09/2022,1,0,0,1,0
811,55,M,Divorced,Low,871.11,2,08/04/2023,18,Online Banking,0,1,21/06/2022,1,0,0,1,0
812,57,F,Single,Medium,2042.29,7,09/03/2023,39,Mobile App,1,2,13/07/2022,1,1,0,2,0
813,50,M,Single,Medium,2206.29,8,08/12/2023,49,Website,0,,,,,,,
814,51,F,Divorced,High,1650.27,9,22/05/2023,3,Online Banking,0,2,04/09/2022,0,1,1,2,0
815,44,M,Single,Medium,493.38,2,21/08/2023,44,Online Banking,0,,,,,,,
816,53,M,Single,High,1299.37,8,20/10/2023,31,Online Banking,0,,,,,,,
817,43,F,Widowed,Medium,337.9,4,17/12/2023,30,Website,0,,,,,,,
818,68,M,Married,Medium,1295.74,8,23/03/2023,41,Online Banking,0,1,15/11/2022,1,0,0,1,0
819,42,F,Married,High,985.26,5,06/05/2023,24,Website,0,1,26/08/2022,0,1,0,0,1
820,36,M,Divorced,Low,566.46,2,08/09/2023,5,Online Banking,0,,,,,,,
821,38,F,Divorced,Medium,304.95,2,19/06/2023,20,Mobile App,0,1,30/05/2022,1,0,0,1,0
822,48,F,Divorced,Medium,2275.24,9,29/01/2023,24,Mobile App,0,2,06/06/2022,1,0,1,0,2
823,46,F,Widowed,High,651.38,3,31/12/2023,17,Online Banking,1,1,03/11/2022,0,0,1,1,0
824,26,F,Widowed,High,318.01,1,04/02/2023,8,Online Banking,0,,,,,,,
825,36,F,Single,Low,1087.05,9,11/11/2023,21,Website,0,,,,,,,
826,43,M,Widowed,Low,1099.45,6,18/07/2023,14,Mobile App,1,1,24/05/2022,1,0,0,0,1
827,42,M,Married,Low,2317.93,6,09/10/2023,38,Online Banking,1,,,,,,,
828,57,F,Widowed,Medium,1361.59,4,12/10/2023,32,Online Banking,0,1,27/07/2022,0,1,0,0,1
829,60,M,Divorced,Medium,144.37,1,13/06/2023,36,Online Banking,0,,,,,,,
830,46,M,Married,High,395.99,2,17/07/2023,40,Website,0,,,,,,,
831,42,F,Single,High,1417.95,8,03/09/2023,4,Mobile App,1,1,28/06/2022,0,0,1,0,1
832,36,F,Married,High,1463.62,5,22/08/2023,21,Website,0,,,,,,,
833,21,F,Widowed,Low,1000.79,5,14/09/2023,25,Mobile App,0,1,23/04/2022,0,0,1,0,1
834,62,F,Widowed,Low,1521.8600000000001,5,21/11/2023,45,Mobile App,0,1,21/04/2022,0,0,1,0,1
835,37,M,Single,Low,825.2,5,21/07/2023,1,Mobile App,0,1,21/11/2022,1,0,0,1,0
836,63,M,Divorced,Medium,1130.44,6,06/06/2023,47,Mobile App,1,2,20/09/2022,1,1,0,2,0
837,18,F,Single,Medium,1600.01,7,26/08/2023,13,Website,0,,,,,,,
838,28,M,Single,High,1729.93,9,03/01/2023,16,Online Banking,0,2,21/10/2022,1,1,0,1,1
839,21,M,Single,Low,1182.6,5,28/06/2023,29,Mobile App,0,,,,,,,
840,24,F,Single,Medium,997.8299999999999,5,24/06/2023,39,Mobile App,0,1,24/01/2022,1,0,0,1,0
841,45,M,Widowed,Low,1829.46,8,04/08/2023,29,Website,1,1,11/04/2022,0,1,0,0,1
842,53,M,Divorced,Medium,2806.69,8,29/03/2023,12,Mobile App,0,1,05/08/2022,1,0,0,1,0
843,24,F,Married,Low,1069.53,5,07/02/2023,31,Website,0,1,26/12/2022,1,0,0,1,0
844,37,M,Divorced,Medium,1505.23,6,31/10/2023,20,Mobile App,0,,,,,,,
845,52,M,Divorced,Medium,2238.86,8,18/02/2023,35,Online Banking,0,,,,,,,
846,68,M,Single,Medium,1667.48,5,19/09/2023,41,Mobile App,0,,,,,,,
847,68,F,Divorced,Medium,1672.9299999999998,6,22/11/2023,28,Online Banking,0,2,17/07/2022,1,0,1,2,0
848,56,F,Single,High,690.1600000000001,2,03/01/2023,35,Mobile App,1,2,04/09/2022,0,1,1,1,1
849,38,M,Married,Low,830.54,5,20/01/2023,29,Website,0,2,16/10/2022,1,0,1,1,1
850,61,F,Single,Medium,38.12,1,20/08/2023,44,Mobile App,1,,,,,,,
851,18,M,Married,Medium,580.18,2,29/01/2023,39,Online Banking,0,1,09/11/2022,0,0,1,1,0
852,54,F,Divorced,Low,569.13,4,23/09/2023,29,Mobile App,0,1,15/07/2022,1,0,0,0,1
853,63,M,Single,Medium,1178.95,3,01/12/2023,34,Website,0,1,30/05/2022,1,0,0,0,1
854,59,F,Widowed,Medium,47.85,1,12/07/2023,10,Mobile App,0,2,29/11/2022,0,0,2,1,1
855,20,M,Married,Low,2656.16,8,25/09/2023,37,Online Banking,0,2,13/12/2022,0,2,0,1,1
856,51,M,Divorced,High,524.36,3,18/05/2023,48,Website,0,,,,,,,
857,30,F,Married,High,379,1,10/07/2023,7,Mobile App,1,1,02/06/2022,0,1,0,1,0
858,33,M,Single,Medium,224.33,2,08/08/2023,9,Website,0,2,07/08/2022,1,0,1,2,0
859,51,M,Widowed,High,2320.9,9,24/07/2023,16,Website,0,,,,,,,
860,41,F,Married,High,410.36,2,27/05/2023,21,Mobile App,0,2,05/04/2022,0,2,0,1,1
861,30,F,Married,Medium,258.79,2,16/05/2023,14,Website,0,1,14/05/2022,0,0,1,1,0
862,23,M,Married,Medium,1581.13,6,07/03/2023,2,Online Banking,0,,,,,,,
863,56,M,Divorced,High,1031.04,7,14/10/2023,26,Online Banking,0,2,29/06/2022,0,0,2,1,1
864,19,M,Widowed,Medium,1537.15,7,20/03/2023,34,Website,0,,,,,,,
865,28,F,Widowed,Medium,2739.69,9,10/06/2023,47,Mobile App,0,1,21/10/2022,0,0,1,0,1
866,24,F,Widowed,High,440.09000000000003,2,26/12/2023,49,Website,0,,,,,,,
867,24,M,Married,Low,985.19,6,20/12/2023,18,Website,0,,,,,,,
868,56,M,Married,High,1858.01,6,22/07/2023,12,Website,0,,,,,,,
869,56,M,Married,High,1708.06,7,15/12/2023,19,Online Banking,1,2,10/08/2022,1,1,0,1,1
870,29,M,Married,High,358.81,1,18/01/2023,36,Website,0,1,29/11/2022,0,0,1,0,1
871,68,F,Single,Medium,1268.83,4,16/09/2023,38,Online Banking,0,2,16/07/2022,1,0,1,1,1
872,39,M,Single,High,2710.07,8,30/04/2023,16,Website,0,,,,,,,
873,68,M,Divorced,Medium,868.72,3,20/10/2023,46,Website,0,,,,,,,
874,68,F,Married,Low,488.21,1,29/12/2023,8,Mobile App,0,2,02/10/2022,0,1,1,2,0
875,69,F,Divorced,High,2066.71,8,02/12/2023,9,Website,0,,,,,,,
876,20,F,Widowed,Low,1940.62,8,20/09/2023,4,Online Banking,0,1,08/10/2022,0,0,1,1,0
877,30,F,Married,High,2189.5499999999997,7,31/05/2023,36,Website,0,,,,,,,
878,47,M,Single,Medium,2181.62,8,05/08/2023,47,Website,0,,,,,,,
879,27,M,Married,Low,328.09,1,11/07/2023,38,Online Banking,0,1,15/09/2022,0,1,0,1,0
880,69,F,Widowed,High,1311.23,7,10/11/2023,49,Online Banking,0,2,06/07/2022,0,2,0,2,0
881,26,F,Divorced,Low,189.28,1,01/04/2023,49,Website,0,2,30/09/2022,1,0,1,1,1
882,23,M,Married,Medium,745.26,3,10/09/2023,45,Website,0,,,,,,,
883,61,M,Single,Medium,776.71,7,15/10/2023,4,Website,0,2,03/05/2022,1,0,1,0,2
884,19,M,Widowed,High,2069.03,9,05/10/2023,8,Online Banking,0,1,02/07/2022,0,1,0,0,1
885,61,F,Widowed,High,2431.0299999999997,9,09/01/2023,43,Mobile App,0,2,04/10/2022,0,2,0,1,1
886,33,F,Divorced,Low,2197.83,7,21/08/2023,7,Mobile App,0,1,08/04/2022,1,0,0,1,0
887,30,F,Married,Medium,812.28,4,11/03/2023,3,Website,0,2,04/05/2022,1,1,0,1,1
888,65,M,Single,Medium,436.94,3,04/09/2023,1,Online Banking,0,1,30/01/2022,0,0,1,0,1
889,30,M,Married,High,306.88,4,26/01/2023,4,Mobile App,0,,,,,,,
890,39,M,Single,Medium,369.47,2,01/03/2023,1,Mobile App,0,2,22/12/2022,0,1,1,2,0
891,36,F,Divorced,Medium,1602.17,5,15/03/2023,46,Website,0,2,08/12/2022,0,1,1,0,2
892,43,F,Widowed,Medium,183.21,1,16/01/2023,42,Mobile App,0,1,24/04/2022,0,1,0,0,1
893,31,M,Divorced,Low,3026.91,9,14/10/2023,38,Mobile App,0,2,09/10/2022,1,0,1,1,1
894,48,M,Widowed,Low,983.26,3,21/08/2023,37,Mobile App,0,2,25/06/2022,0,2,0,1,1
895,46,F,Married,Low,1649.0800000000002,7,26/09/2023,12,Mobile App,0,,,,,,,
896,62,F,Widowed,Medium,1403.03,8,22/11/2023,42,Online Banking,0,1,12/10/2022,0,1,0,1,0
897,59,F,Single,High,2125.28,8,21/08/2023,10,Mobile App,0,2,17/12/2022,1,0,1,0,2
898,39,M,Divorced,High,2794,9,09/01/2023,47,Online Banking,0,1,25/08/2022,0,1,0,0,1
899,24,M,Widowed,High,38.78,1,16/12/2023,1,Website,1,1,05/07/2022,0,1,0,0,1
900,54,F,Widowed,Low,353.54,3,23/03/2023,2,Online Banking,0,1,28/09/2022,0,0,1,1,0
901,66,M,Married,Medium,517.94,2,14/01/2023,12,Website,0,,,,,,,
902,58,F,Married,Low,1040.2,7,17/09/2023,39,Online Banking,0,2,15/09/2022,0,2,0,1,1
903,44,M,Married,Low,762.78,4,22/06/2023,48,Mobile App,1,1,02/08/2022,1,0,0,1,0
904,48,M,Single,High,1684.39,7,24/11/2023,36,Mobile App,0,1,02/06/2022,1,0,0,1,0
905,23,M,Married,High,1222.55,8,27/11/2023,7,Online Banking,0,1,17/06/2022,0,0,1,0,1
906,33,F,Widowed,Medium,1235.8,5,03/04/2023,38,Website,1,,,,,,,
907,55,M,Single,Low,54.82,1,07/06/2023,25,Website,0,,,,,,,
908,55,F,Married,Medium,1865.09,9,06/12/2023,3,Website,0,2,20/06/2022,1,0,1,1,1
909,67,M,Widowed,Low,718.24,3,02/02/2023,27,Online Banking,0,,,,,,,
910,49,F,Single,Medium,797.14,4,16/08/2023,24,Online Banking,0,,,,,,,
911,50,F,Widowed,Low,1058.9,3,27/02/2023,27,Mobile App,0,,,,,,,
912,66,F,Married,Medium,1915.01,9,30/07/2023,6,Mobile App,0,1,11/11/2022,1,0,0,0,1
913,34,F,Married,Low,267.44,1,17/09/2023,25,Mobile App,0,2,20/10/2022,0,1,1,2,0
914,50,F,Single,Low,1722.8,7,31/07/2023,43,Website,0,2,09/07/2022,1,1,0,1,1
915,28,M,Divorced,High,1786.6,7,22/06/2023,31,Online Banking,0,,,,,,,
916,30,M,Widowed,Low,1176.86,6,31/08/2023,44,Mobile App,0,,,,,,,
917,47,F,Widowed,High,1799.3600000000001,8,10/05/2023,9,Mobile App,0,1,17/06/2022,0,1,0,1,0
918,18,F,Divorced,Medium,1140.8200000000002,4,11/10/2023,39,Mobile App,1,,,,,,,
919,47,F,Divorced,High,1547.47,7,14/12/2023,29,Website,1,,,,,,,
920,44,M,Widowed,Low,2059.02,9,08/10/2023,14,Mobile App,0,1,06/02/2022,0,1,0,0,1
921,57,F,Single,High,1778.2,6,05/11/2023,36,Online Banking,0,1,20/07/2022,0,0,1,0,1
922,40,M,Divorced,High,1135,3,10/08/2023,29,Website,0,1,02/07/2022,1,0,0,0,1
923,37,F,Married,Medium,2462.85,9,10/02/2023,43,Website,0,2,10/12/2022,0,1,1,0,2
924,23,M,Single,High,760.13,2,25/03/2023,41,Website,1,1,02/10/2022,0,0,1,0,1
925,54,F,Divorced,Medium,1930.4099999999999,5,20/01/2023,38,Mobile App,1,,,,,,,
926,37,M,Married,Medium,157.62,1,03/05/2023,22,Online Banking,1,,,,,,,
927,54,M,Married,High,1462.34,5,06/06/2023,12,Mobile App,1,,,,,,,
928,23,F,Widowed,Low,2584.66,8,21/05/2023,40,Website,0,2,05/12/2022,0,1,1,1,1
929,46,F,Single,Medium,358.27,1,16/02/2023,49,Online Banking,0,,,,,,,
930,30,F,Divorced,High,809.61,2,10/08/2023,26,Website,0,,,,,,,
931,44,F,Married,Medium,1985.28,5,10/03/2023,46,Mobile App,0,1,15/07/2022,0,0,1,0,1
932,67,M,Widowed,High,350.46,1,05/06/2023,28,Online Banking,0,1,04/06/2022,0,0,1,1,0
933,37,M,Divorced,High,74.06,1,29/04/2023,21,Website,0,2,02/05/2022,1,1,0,1,1
934,30,M,Married,Low,282.29,1,14/11/2023,27,Mobile App,0,1,24/02/2022,0,1,0,1,0
935,56,M,Widowed,High,939.39,4,28/10/2023,33,Website,1,2,10/04/2022,0,2,0,2,0
936,25,M,Married,Medium,2591.57,9,28/07/2023,29,Mobile App,0,,,,,,,
937,34,M,Widowed,Medium,1842.6599999999999,7,30/03/2023,24,Mobile App,1,2,04/10/2022,1,1,0,1,1
938,47,F,Widowed,Low,695.9300000000001,3,19/06/2023,32,Website,0,1,17/11/2022,0,0,1,0,1
939,18,M,Single,Medium,394.48,1,22/11/2023,6,Website,0,,,,,,,
940,41,M,Divorced,Low,1536.43,7,04/04/2023,27,Mobile App,0,2,09/09/2022,2,0,0,1,1
941,33,M,Widowed,High,1440.83,6,22/09/2023,16,Website,0,,,,,,,
942,28,F,Married,High,1539.42,7,13/06/2023,36,Online Banking,0,,,,,,,
943,21,M,Divorced,High,398.92,2,19/03/2023,47,Website,0,1,13/10/2022,0,0,1,1,0
944,21,F,Divorced,Low,1280.1000000000001,5,04/06/2023,30,Website,0,2,26/09/2022,2,0,0,1,1
945,34,M,Divorced,Medium,541.1999999999999,5,20/07/2023,15,Website,0,,,,,,,
946,66,M,Single,Medium,451.82,3,13/11/2023,8,Mobile App,0,,,,,,,
947,27,F,Widowed,High,589.06,3,06/05/2023,31,Website,1,1,29/01/2022,0,1,0,0,1
948,38,M,Widowed,Medium,1416.12,5,12/02/2023,9,Mobile App,1,,,,,,,
949,55,M,Widowed,Low,956.3,4,12/06/2023,42,Online Banking,0,,,,,,,
950,66,F,Widowed,Low,1085.17,4,22/04/2023,21,Online Banking,0,,,,,,,
951,35,F,Married,Low,1494.92,7,08/11/2023,39,Online Banking,0,2,21/06/2022,1,1,0,1,1
952,27,M,Widowed,Low,344.33,1,20/03/2023,39,Website,0,1,04/10/2022,0,0,1,0,1
953,62,M,Divorced,Medium,2580.58,9,21/10/2023,43,Website,0,2,21/10/2022,1,1,0,1,1
954,33,F,Widowed,Low,2009.3200000000002,6,20/07/2023,20,Online Banking,0,,,,,,,
955,56,F,Widowed,Medium,1453.74,6,08/12/2023,26,Website,0,2,23/12/2022,1,0,1,1,1
956,32,F,Widowed,High,858.04,3,20/10/2023,38,Online Banking,0,,,,,,,
957,51,F,Widowed,Medium,32.8,1,01/06/2023,43,Mobile App,0,,,,,,,
958,22,M,Single,Low,972.8,5,21/05/2023,14,Online Banking,0,1,08/04/2022,1,0,0,0,1
959,34,M,Divorced,Medium,285.35,1,17/11/2023,48,Online Banking,0,,,,,,,
960,54,F,Single,High,1553.52,6,10/02/2023,41,Online Banking,0,2,18/06/2022,0,2,0,0,2
961,25,M,Divorced,High,964.3299999999999,3,01/05/2023,21,Mobile App,0,2,10/12/2022,0,1,1,1,1
962,41,F,Widowed,High,1021.08,4,04/04/2023,19,Online Banking,1,2,13/06/2022,0,2,0,0,2
963,45,F,Widowed,Medium,660.3299999999999,3,17/09/2023,14,Online Banking,0,2,19/11/2022,0,0,2,2,0
964,64,M,Divorced,Low,2348.82,9,13/03/2023,9,Online Banking,0,2,01/11/2022,0,1,1,1,1
965,25,F,Divorced,Low,213.98,1,11/07/2023,42,Mobile App,1,1,17/05/2022,1,0,0,0,1
966,40,F,Single,Medium,2097.75,7,16/05/2023,4,Mobile App,1,,,,,,,
967,52,M,Single,Low,230.71,1,28/04/2023,23,Online Banking,0,,,,,,,
968,48,M,Married,Low,344.12,2,17/01/2023,22,Online Banking,0,1,04/12/2022,0,0,1,1,0
969,34,F,Married,Medium,1296.96,4,25/04/2023,20,Online Banking,0,1,12/11/2022,1,0,0,0,1
970,45,M,Single,High,748.6800000000001,6,22/03/2023,19,Website,1,2,28/06/2022,1,1,0,0,2
971,65,M,Married,Low,283.95,2,17/10/2023,19,Mobile App,1,,,,,,,
972,65,M,Single,High,1105.44,3,26/10/2023,23,Mobile App,0,,,,,,,
973,68,M,Single,Low,56.53,1,18/10/2023,31,Website,0,,,,,,,
974,29,M,Single,High,1789.81,6,12/09/2023,46,Mobile App,0,,,,,,,
975,41,M,Married,High,1892.1799999999998,7,14/09/2023,19,Mobile App,1,,,,,,,
976,32,F,Divorced,Low,557.62,2,17/02/2023,44,Online Banking,0,,,,,,,
977,57,M,Widowed,Low,772.3399999999999,3,08/02/2023,20,Online Banking,0,2,05/04/2022,1,0,1,2,0
978,48,F,Married,Medium,1465.5,7,14/09/2023,26,Mobile App,0,1,10/10/2022,1,0,0,0,1
979,44,F,Widowed,Low,1711.28,7,18/05/2023,6,Website,1,1,24/07/2022,0,1,0,1,0
980,52,F,Widowed,Low,2079.5,8,04/05/2023,28,Online Banking,0,1,07/09/2022,1,0,0,0,1
981,35,M,Divorced,Medium,285.43,1,23/09/2023,41,Website,0,,,,,,,
982,53,M,Married,High,913.21,6,20/06/2023,4,Mobile App,1,1,26/09/2022,0,0,1,1,0
983,25,F,Widowed,Medium,1395.3000000000002,5,09/05/2023,49,Mobile App,0,2,14/11/2022,2,0,0,1,1
984,63,F,Divorced,High,1127.04,8,01/05/2023,44,Website,0,1,20/03/2022,1,0,0,1,0
985,66,F,Divorced,Medium,1752.58,5,04/03/2023,9,Website,0,2,11/05/2022,0,2,0,1,1
986,55,F,Single,Low,1392.61,7,08/11/2023,49,Online Banking,0,2,27/05/2022,1,0,1,2,0
987,22,M,Married,Low,1683.65,7,08/06/2023,14,Mobile App,1,,,,,,,
988,31,F,Widowed,High,2543.12,9,14/02/2023,31,Website,0,2,12/04/2022,1,0,1,0,2
989,55,M,Divorced,Low,1530.42,7,26/07/2023,29,Website,1,2,07/10/2022,2,0,0,0,2
990,37,F,Widowed,High,483.5,1,07/06/2023,49,Mobile App,1,2,25/10/2022,1,1,0,1,1
991,61,M,Married,Medium,801.36,3,17/09/2023,22,Website,0,,,,,,,
992,26,M,Single,Low,311.62,1,26/03/2023,9,Website,0,1,29/09/2022,0,1,0,0,1
993,50,F,Widowed,High,81.64,1,27/12/2023,11,Website,0,,,,,,,
994,35,F,Single,Medium,1801.34,9,23/07/2023,25,Mobile App,0,2,02/07/2022,2,0,0,0,2
995,23,F,Divorced,Low,1020,5,31/07/2023,34,Website,1,1,02/05/2022,0,0,1,1,0
996,54,F,Single,Low,227.25,1,29/01/2023,38,Mobile App,0,,,,,,,
997,19,M,Widowed,High,419.82,2,01/04/2023,5,Mobile App,0,,,,,,,
998,47,M,Married,Low,252.15,1,10/07/2023,47,Website,0,,,,,,,
999,23,M,Widowed,High,2393.2599999999998,9,08/01/2023,23,Website,0,,,,,,,
1000,34,M,Widowed,Low,1670.79,6,13/08/2023,22,Mobile App,0,,,,,,,
